,year,rank,song,artist,gender,nltk_positive,nltk_negative,nltk_score,nltk_top_emotion,Gender,genres
19,1992,1,Black Or White,Michael Jackson,,0.157,0.099,0.9788,joy,Male,"['pop', 'r&b', 'soul']"
0,1992,2,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,,0.128,0.077,0.8626,anticipation,Male,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']"
1,1992,3,All 4 Love,Color Me Badd,,0.292,0.004,0.9992,joy,,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']"
2,1992,4,Can't Let Go,Mariah Carey,,0.108,0.085,0.8227,joy,Female,"['hawaiian hip hop', 'rap']"
3,1992,5,Set Adrift On Memory Bliss,P.M. Dawn,,0.139,0.054,0.9944,joy,,['contemporary r&b']
4,1992,6,Finally,CeCe Peniston,,0.117,0.194,-0.9941,sadness,Female,"['diva house', 'hip house', 'urban contemporary', 'vocal house']"
5,1992,7,When A Man Loves A Woman,Michael Bolton,,0.214,0.131,0.971,joy,Male,"['brill building pop', 'classic soul', 'soul', 'southern soul']"
6,1992,8,2 Legit 2 Quit,M.C. Hammer,,0.08,0.038,0.9921,fear,,"['hip hop', 'hip house', 'rap']"
7,1992,9,Blowing Kisses In The Wind,Paula Abdul,,0.378,0.04,0.9994,joy,Female,"['dance pop', 'new wave pop', 'soft rock', 'urban contemporary']"
8,1992,10,Wildside,Marky Mark & The Funky Bunch,,0.167,0.14,0.9616,anticipation,,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']"
9,1992,11,Addams Groove,M.C. Hammer,,0.22,0.012,0.9996,fear,,"['hip hop', 'hip house', 'rap']"
10,1992,12,Don't Let The Sun Go Down On Me,George Michael/Elton John,,0.195,0.055,0.9898,joy,,"['glam rock', 'mellow gold', 'piano rock']"
11,1992,13,Smells Like Teen Spirit,Nirvana,,0.159,0.198,-0.7224,joy,Male,"['alternative rock', 'grunge', 'permanent wave', 'rock']"
12,1992,14,No Son Of Mine,Genesis,,0.125,0.302,-0.9955,sadness,Female,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']"
13,1992,15,Keep Coming Back,Richard Marx,,0.095,0.02,0.9581,anticipation,Male,['military rap']
14,1992,16,That's What Love Is For,Amy Grant,,0.278,0.017,0.9985,joy,Female,"['adult standards', 'christian alternative rock', 'christian music']"
15,1992,17,I Love Your Smile,Shanice,,0.292,0.043,0.9981,joy,Female,"['contemporary r&b', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
16,1992,18,O.P.P.,Naughty By Nature,,0.119,0.113,-0.4373,anger,,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'new jersey rap', 'pop rap', 'rap']"
17,1992,19,Diamonds And Pearls,Prince And The N.P.G.,,0.219,0.017,0.9985,joy,,"['k-pop', 'korean r&b']"
18,1992,20,Don't Cry,Guns N' Roses,,0.152,0.128,0.8682,sadness,Male,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
19,1992,21,Mysterious Ways,U2,,0.18,0.041,0.9838,anticipation,Male,"['irish rock', 'permanent wave', 'rock']"
0,1992,22,Live For Loving You,Gloria Estefan,,0.351,0.012,0.9992,joy,Female,"['dance pop', 'latin', 'latin pop', 'new wave pop', 'pop', 'soft rock']"
1,1992,23,Broken Arrow,Rod Stewart,,0.2,0.175,0.9565,anger,Male,"['dance pop', 'edm', 'pop', 'pop dance']"
2,1992,24,Can't Stop This Thing We Started,Bryan Adams,,0.144,0.197,-0.8807,joy,Male,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']"
3,1992,25,Let's Talk About Sex,Salt-N-Pepa,,0.098,0.107,-0.9549,joy,,"['dance pop', 'girl group', 'golden age hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'queens hip hop', 'rap']"
4,1992,26,Cream,Prince And The N.P.G.,,0.083,0.093,-0.9245,anticipation,,"['melodic rap', 'rap', 'trap']"
5,1992,27,The Way I Feel About You,Karyn White,,0.184,0.007,0.9979,joy,Female,"['contemporary r&b', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']"
6,1992,28,Tell Me What You Want Me To Do,Tevin Campbell,,0.168,0.032,0.9908,joy,Male,"['contemporary r&b', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
7,1992,29,Forever My Lady,Jodeci,,0.211,0.052,0.9968,joy,,"['contemporary r&b', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']"
8,1992,30,Change,Lisa Stansfield,,0.063,0.217,-0.9942,fear,Female,"['emo rap', 'miami hip hop']"
9,1992,31,Set The Night To Music,Roberta Flack With Maxi Priest,,0.161,0.022,0.9915,joy,,[]
10,1992,32,Spending My Time,Roxette,,0.176,0.053,0.9931,anticipation,,"['europop', 'new wave pop', 'soft rock', 'swedish pop']"
11,1992,33,Love Me All Up,Stacy Earl,,0.192,0.014,0.9961,joy,Female,"['hip hop', 'kansas city hip hop', 'pop rap']"
12,1992,34,Angel Baby,Angelica,,0.125,0.099,0.8721,joy,,"['australian pop', 'dance pop', 'electropop', 'pop', 'viral pop']"
13,1992,35,Mind Playing Tricks On Me,Geto Boys,,0.09,0.172,-0.9971,sadness,,"['conscious hip hop', 'dirty south rap', 'g funk', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap', 'southern hip hop']"
14,1992,36,Keep It Comin',Keith Sweat,,0.13,0.142,-0.8731,sadness,Male,"['disco', 'funk', 'motown', 'quiet storm', 'soft rock', 'soul']"
15,1992,37,Save Up All Your Tears,Cher,,0.148,0.062,0.9944,joy,Female,"['dance pop', 'hollywood', 'new wave pop']"
16,1992,38,Emotions,Mariah Carey,,0.105,0.179,-0.9915,fear,Female,"['melodic rap', 'pop rap']"
17,1992,39,I've Got A Lot To Learn About Love,The Storm,,0.238,0.025,0.9939,joy,,[]
18,1992,40,Home Sweet Home,Motley Crue,,0.249,0.035,0.995,anticipation,,"['glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']"
19,1992,41,Is It Good To You,Heavy D & The Boyz,,0.352,0.002,0.9999,joy,Male,"['contemporary r&b', 'east coast hip hop', 'electro', 'funk', 'hardcore hip hop', 'hip hop', 'hip house', 'hip pop', 'new jack swing', 'old school hip hop', 'quiet storm', 'r&b', 'rap', 'urban contemporary']"
0,1992,42,Tender Kisses,Tracie Spencer,,0.233,0.066,0.9899,joy,Female,"['contemporary r&b', 'new jack swing', 'urban contemporary']"
1,1992,43,Street Of Dreams,Nia Peeples,,0.128,0.058,0.976,joy,Female,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']"
2,1992,44,Enter Sandman,Metallica,,0.137,0.081,0.9117,fear,Male,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']"
3,1992,45,In My Dreams,The Party,,0.161,0.086,0.9769,joy,,"['colombian pop', 'pop']"
4,1992,46,The Unforgiven,Metallica,,0.035,0.148,-0.989,trust,Male,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']"
5,1992,47,Too Blind To See It,Kym Sims,,0.037,0.188,-0.9789,anticipation,Female,"['diva house', 'hip house']"
6,1992,48,I Can't Make You Love Me,Bonnie Raitt,,0.0,0.181,-0.9895,joy,Female,"['classic rock', 'country rock', 'electric blues', 'folk', 'folk rock', 'lilith', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
7,1992,49,Ring My Bell,D.J. Jazzy Jeff & The Fresh Prince,,0.069,0.007,0.9404,anticipation,,['disco']
8,1992,50,I Wonder Why,Curtis Stigers,,0.211,0.226,-0.9805,trust,Male,"['adult standards', 'brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
9,1992,51,Housecall,Shabba Ranks (Featuring Maxi Priest),,0.119,0.12,-0.5557,anger,,"['dancehall', 'old school dancehall', 'reggae fusion']"
10,1992,52,Send Me An Angel,Scorpions,,0.074,0.0,0.9533,anticipation,Male,"['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'metal', 'rock']"
11,1992,53,Hearts Don't Think (They Feel),Natural Selection,,0.074,0.056,0.6597,trust,,['minneapolis sound']
12,1992,54,Ain't Gonna Hurt Nobody,Kid 'N Play,,0.249,0.046,0.9981,anticipation,,"['disco', 'funk', 'post-disco', 'quiet storm', 'soul']"
13,1992,55,Can't Truss It,Public Enemy,,0.089,0.084,-0.7105,trust,Male,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'political hip hop', 'rap']"
14,1992,56,Top Of The World,Van Halen,,0.184,0.006,0.993,joy,Male,"['hawaiian hip hop', 'rap']"
15,1992,57,Kiss You Back,Digital Underground,,0.332,0.051,0.9999,joy,,"['conscious hip hop', 'funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip house', 'rap', 'west coast rap']"
16,1992,58,I Wanna Be Your Girl,Icy Blu,,0.201,0.089,0.9781,sadness,Male,"['bedroom pop', 'bubblegrunge', 'indie pop', 'norwegian indie', 'pop']"
17,1992,59,On A Sunday Afternoon,Lighter Shade Of Brown,,0.077,0.039,0.9688,trust,,"['chicano rap', 'gangster rap', 'latin hip hop']"
18,1992,60,All She Wrote,Firehouse,,0.156,0.116,0.9399,fear,,"['album rock', 'glam metal', 'hard rock']"
19,1992,61,Shot Of Poison,Lita Ford,,0.22,0.294,-0.9671,fear,Female,"['album rock', 'glam metal', 'hard rock']"
0,1992,62,I'm Too Sexy,Right Said Fred,,0.334,0.058,0.9983,joy,,"['eurodance', 'europop', 'hip house']"
1,1992,63,Uhh Ahh,Boyz II Men,,0.138,0.011,0.9925,joy,Male,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']"
2,1992,64,Live And Let Die,Guns N' Roses,,0.02,0.194,-0.9901,sadness,Male,"['glam metal', 'hard rock', 'rock']"
3,1992,65,Just A Touch Of Love,C+C Music Factory Presents Zelma Davis,,0.181,0.01,0.9921,joy,,"['classic soul', 'disco', 'electro', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
4,1992,66,The Comfort Zone,Vanessa Williams,,0.287,0.032,0.9984,joy,Female,"['adult standards', 'contemporary r&b', 'new wave pop', 'quiet storm', 'urban contemporary']"
5,1992,67,I Want You,Jody Watley,,0.1,0.15,-0.9959,fear,Female,"['brooklyn indie', 'indie pop']"
6,1992,68,Whispers,Corina,,0.097,0.17,-0.9801,sadness,Female,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']"
7,1992,69,Ain't No Future In Yo' Fronting,M.C. Breed & D.F.C.,,0.118,0.204,-0.9947,anger,,"['flint hip hop', 'gangster rap']"
8,1992,70,There Will Never Be Another Tonight,Bryan Adams,,0.096,0.087,-0.2862,sadness,Male,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']"
9,1992,71,No More Tears,Ozzy Osbourne,,0.088,0.197,-0.9649,sadness,Male,"['album rock', 'birmingham metal', 'hard rock', 'metal', 'rock']"
10,1992,72,To Be With You,Mr. Big,,0.086,0.013,0.9776,joy,,"['album rock', 'glam metal', 'hard rock']"
11,1992,73,A Day In My Life (Without You),Lisette Melendez,,0.319,0.033,0.9975,joy,Female,['freestyle']
12,1992,74,In Paradise,Laissez Faire,,0.096,0.212,-0.9963,sadness,,"['alt z', 'electropop', 'escape room', 'pop']"
13,1992,75,I'll Get By,Eddie Money,,0.304,0.022,0.9961,anticipation,Male,[]
14,1992,76,Pop That Coochie,The 2 Live Crew,,0.119,0.052,0.9865,surprise,,"['electro', 'gangster rap', 'golden age hip hop', 'hip hop', 'hip house', 'miami bass', 'miami hip hop', 'old school hip hop', 'rap']"
15,1992,77,Groovy Train,The Farm,,0.071,0.052,0.755,joy,,"['dance rock', 'madchester']"
16,1992,78,Stay,Jodeci,,0.017,0.029,-0.5821,anticipation,,['australian hip hop']
17,1992,79,Insatiable,Prince And The N.P.G.,,0.134,0.094,0.9475,joy,,"['funk', 'funk rock', 'minneapolis sound', 'synth funk']"
18,1992,80,Within My Heart,Voyce,,0.107,0.089,0.7811,anticipation,,"['native american', 'native american flute']"
19,1992,81,Every Road Leads Back To You,Bette Midler,,0.107,0.092,0.9274,joy,Female,"['adult standards', 'mellow gold', 'new wave pop', 'soft rock']"
0,1992,82,Move Any Mountain,The Shamen,,0.155,0.048,0.9841,anticipation,,"['acid house', 'big beat', 'dance rock', 'hardcore techno', 'hip house']"
1,1992,83,Conviction Of The Heart,Kenny Loggins,,0.082,0.037,0.9374,anticipation,Male,"['album rock', 'classic rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock', 'yacht rock']"
2,1992,84,All Through The Night,Tone-Loc,,0.021,0.099,-0.9262,anticipation,Male,"['mellow gold', 'new wave pop', 'permanent wave', 'soft rock']"
3,1992,85,Love Crazy,Atlantic Starr,,0.256,0.082,0.9982,joy,,[]
4,1992,86,Rush,Big Audio,,0.083,0.205,-0.9978,disgust,,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']"
5,1992,87,Give It Away,Red Hot Chili Peppers,,0.122,0.028,0.9973,joy,Male,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']"
6,1992,88,Get A Leg Up,John Mellencamp,,0.121,0.145,-0.7538,anticipation,Male,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']"
7,1992,89,Real Real Real,Jesus Jones,,0.049,0.184,-0.9988,disgust,,"['britpop', 'dance rock', 'grebo']"
8,1992,90,The Rush,Luther Vandross,,0.201,0.096,0.9985,joy,Male,"['album rock', 'art rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'rock']"
9,1992,91,The Fly,U2,,0.15,0.146,0.8519,trust,Male,"['pirate', 'shanty']"
10,1992,92,Right Down To It,Damian Dame,,0.253,0.028,0.9994,joy,,['new jack swing']
11,1992,93,Martika's Kitchen,Martika,,0.151,0.022,0.9945,joy,Female,"['minneapolis sound', 'new wave pop']"
12,1992,94,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,,0.235,0.064,0.9939,joy,Male,"['contemporary r&b', 'funk', 'hip pop', 'minneapolis sound', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']"
13,1992,95,Wasted Time,Skid Row,,0.066,0.128,-0.9653,joy,,"['canadian contemporary r&b', 'canadian pop', 'pop']"
14,1992,96,I'll Take You There,BeBe & CeCe Winans Featuring Mavis Staples,,0.176,0.005,0.9962,sadness,,"['chicago soul', 'classic soul', 'funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'southern soul']"
15,1992,97,Hold On (Tighter To Love),Clubland,,0.194,0.083,0.9984,joy,,[]
16,1992,98,Just Another Girlfriend,Hi-Five,,0.104,0.063,0.9548,joy,,"['art pop', 'dance pop', 'electropop', 'europop', 'pop', 'scandipop', 'swedish electropop', 'swedish pop']"
17,1992,99,She Ain't Pretty,The Northern Pikes,,0.051,0.143,-0.9719,anticipation,Male,['classic canadian rock']
18,1992,100,What Time Is Love?,The KLF,,0.241,0.032,0.9994,fear,,"['acid house', 'ambient house', 'big beat', 'hip house']"
19,1993,1,I Will Always Love You,Whitney Houston,,0.5,0.006,0.9992,joy,Female,"['dance pop', 'pop', 'urban contemporary']"
0,1993,2,Rump Shaker,Wreckx-N-Effect,,0.088,0.109,0.631,joy,,"['new jack swing', 'rap']"
1,1993,3,If I Ever Fall In Love,Shai,,0.376,0.01,0.9994,joy,Female,"['boy band', 'contemporary r&b', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
2,1993,5,Rhythm Is A Dancer,Snap!,,0.124,0.027,0.966,trust,,"['diva house', 'eurodance', 'europop', 'german techno', 'hip house']"
3,1993,8,Good Enough,Bobby Brown,,0.319,0.04,0.9993,joy,Male,['alternative metal']
4,1993,9,What About Your Friends,TLC,,0.168,0.083,0.9974,trust,Female,"['atl hip hop', 'contemporary r&b', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
5,1993,10,Real Love,Mary J. Blige,,0.255,0.136,0.9988,joy,Female,"['art pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'stomp and holler']"
6,1993,11,Deeper And Deeper,Madonna,,0.21,0.035,0.9984,joy,Female,['background music']
7,1993,12,To Love Somebody,Michael Bolton,,0.336,0.047,0.9984,joy,Male,"['disco', 'mellow gold', 'soft rock']"
8,1993,13,How Do You Talk To An Angel,The Heights,,0.1,0.031,0.9392,anticipation,,[]
9,1993,14,Love Is On The Way,Saigon Kick,,0.284,0.024,0.998,joy,,"['glam metal', 'hard rock']"
10,1993,15,When She Cries,Restless Heart,,0.123,0.218,-0.9789,fear,,"['ccm', 'cedm', 'christian alternative rock', 'christian music', 'christian pop', 'worship']"
11,1993,16,Flex,Mad Cobra,,0.017,0.018,0.0724,anger,Male,['chicago rap']
12,1993,17,Layla,Eric Clapton,,0.238,0.14,0.9813,joy,Male,"['album rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']"
13,1993,18,Little Miss Can't Be Wrong,Spin Doctors,,0.181,0.208,0.928,anger,,"['alternative rock', 'pop rock', 'rock']"
14,1993,19,Do You Believe In Us,Jon Secada,,0.239,0.034,0.997,joy,Male,['soft rock']
15,1993,20,Faithful,Go West,,0.196,0.058,0.9977,trust,,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']"
16,1993,21,Back To The Hotel,N2Deep,,0.085,0.071,0.8037,sadness,,"['chicano rap', 'gangster rap', 'west coast rap']"
0,1993,22,Walking On Broken Glass,Annie Lennox,,0.072,0.249,-0.9973,fear,Female,"['mellow gold', 'new wave pop', 'pop rock', 'soft rock']"
1,1993,23,7,Prince And The New Power Generation,,0.12,0.133,-0.9944,anger,,"['dance pop', 'pop']"
2,1993,24,The Last Song,Elton John,,0.156,0.09,0.9928,trust,Male,"['modern rock', 'neo mellow', 'pop punk', 'pop rock', 'rock']"
3,1993,25,A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle,,0.11,0.028,0.9776,anticipation,,"['adult standards', 'quiet storm', 'soft rock', 'urban contemporary']"
4,1993,26,Here We Go Again!,Portrait,,0.078,0.124,-0.9758,anger,,"['modern alternative rock', 'modern rock', 'pop']"
5,1993,27,Would I Lie To You?,Charles & Eddie,,0.162,0.064,0.9856,anger,,['german pop']
6,1993,28,Where You Goin' Now,Damn Yankees,,0.077,0.084,-0.6518,joy,,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'rock']"
7,1993,29,Never A Time,Genesis,,0.056,0.115,-0.9174,anticipation,Female,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']"
8,1993,30,Drive,R.E.M.,,0.21,0.022,0.9993,joy,Male,['pop']
9,1993,31,"Give It Up, Turn It Loose",En Vogue,,0.135,0.168,0.6852,anticipation,,"['contemporary r&b', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
10,1993,33,Jump Around,House Of Pain,,0.064,0.083,-0.9503,joy,,"['gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'rap rock', 'west coast rap']"
11,1993,34,Walk On The Ocean,Toad The Wet Sprocket,,0.093,0.054,0.765,trust,,"['alternative rock', 'neo mellow', 'pop rock', 'rock']"
12,1993,35,I Got A Thang 4 Ya!,Lo-Key?,,0.175,0.071,0.9918,joy,,[]
13,1993,36,Sometimes Love Just Ain't Enough,Patty Smyth,,0.156,0.166,0.2798,sadness,Female,['new wave pop']
14,1993,37,Gangsta,Bell Biv DeVoe,,0.147,0.131,0.2158,sadness,,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
15,1993,38,Who's Gonna Ride Your Wild Horses,U2,,0.095,0.122,-0.91,sadness,Male,"['irish rock', 'permanent wave', 'rock']"
16,1993,39,Slow And Sexy,Shabba Ranks (Featuring Johnny Gill),,0.14,0.07,0.9931,joy,,['erotica']
17,1993,40,I Wish The Phone Would Ring,Expose,,0.117,0.078,0.8884,anger,,"['freestyle', 'new wave pop']"
18,1993,41,Mr. Wendal,Arrested Development,,0.153,0.167,-0.6291,trust,,"['atl hip hop', 'conscious hip hop', 'hip hop', 'old school atlanta hip hop', 'rap']"
0,1993,42,Free Your Mind,En Vogue,,0.128,0.121,0.8164,trust,,"['contemporary r&b', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
1,1993,43,Keep The Faith,Bon Jovi,,0.17,0.038,0.9975,anticipation,Male,"['glam metal', 'rock']"
2,1993,45,People Everyday,Arrested Development,,0.113,0.14,-0.8898,sadness,,"['atl hip hop', 'conscious hip hop', 'hip hop', 'old school atlanta hip hop', 'rap']"
3,1993,46,Baby-Baby-Baby,TLC,,0.264,0.0,0.9996,joy,Female,"['atl hip hop', 'contemporary r&b', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
4,1993,47,It's Gonna Be A Lovely Day,The S.O.U.L. S.Y.S.T.E.M.,,0.281,0.033,0.9995,joy,,[]
5,1993,48,I Love You Period,Dan Baird,,0.349,0.029,0.9988,joy,Male,[]
6,1993,49,No Ordinary Love,Sade,,0.32,0.12,0.9978,joy,Female,"['british soul', 'neo soul', 'sophisti-pop']"
7,1993,50,Love Can Move Mountains,Celine Dion,,0.384,0.005,0.9998,joy,,"['canadian pop', 'dance pop']"
8,1993,51,Ditty,Paperboy,,0.143,0.034,0.9972,anticipation,Male,[]
9,1993,52,Someone To Hold,Trey Lorenz,,0.094,0.096,0.3532,joy,,"['contemporary r&b', 'urban contemporary']"
10,1993,53,Quality Time,Hi-Five,,0.17,0.087,0.9861,joy,,[]
11,1993,54,Heal The World,Michael Jackson,,0.218,0.045,0.999,sadness,Male,"['pop', 'r&b', 'soul']"
